"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation"
"17-4-11-1";"17-4-11";"e";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";239;0;239;0.0;100.0
"18";"";"b";"FUNKCJA 18";"SPRAWIEDLIWOŚĆ";"";8856432;35727;8820705;0.4;99.6
"18-1";"18";"c";"Zadanie 18.1";"Sprawowanie wymiaru sprawiedliwości przez sądy powszechne i wojskowe";"";5554481;0;5554481;0.0;100.0
"18-1-1";"18-1";"d";"Podzadanie 18.1.1";"Działalność orzecznicza";"";4405957;0;4405957;0.0;100.0
"18-1-1-1";"18-1-1";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"15";4387741;0;4387741;0.0;100.0
"18-1-1-2";"18-1-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";18216;0;18216;0.0;100.0
"18-1-4";"18-1";"d";"Podzadanie 18.1.4";"Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów";"";1083107;0;1083107;0.0;100.0
"18-1-4-1";"18-1-4";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"15";1081034;0;1081034;0.0;100.0
"18-1-4-2";"18-1-4";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";2073;0;2073;0.0;100.0
"18-1-6";"18-1";"d";"Podzadanie 18.1.6";"Wypłata odszkodowań i zadośćuczynień orzekanych przez sądy";"";65417;0;65417;0.0;100.0
"18-1-6-1";"18-1-6";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"15";65417;0;65417;0.0;100.0
"18-2";"18";"c";"Zadanie 18.2";"Sprawowanie wymiaru sprawiedliwości przez sądownictwo administracyjne";"";350494;0;350494;0.0;100.0
"18-2-1";"18-2";"d";"Podzadanie 18.2.1";"Działalność orzecznicza";"";324731;0;324731;0.0;100.0
"18-2-1-1";"18-2-1";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";324731;0;324731;0.0;100.0
"18-2-2";"18-2";"d";"Podzadanie 18.2.2";"Nadzór administracyjny nad działalnością sądów";"";272;0;272;0.0;100.0
"18-2-2-1";"18-2-2";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";272;0;272;0.0;100.0
"18-2-3";"18-2";"d";"Podzadanie 18.2.3";"Działania na rzecz podnoszenia jakości orzecznictwa";"";4061;0;4061;0.0;100.0
"18-2-3-1";"18-2-3";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";4061;0;4061;0.0;100.0
"18-2-4";"18-2";"d";"Podzadanie 18.2.4";"Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów";"";21430;0;21430;0.0;100.0
"18-2-4-1";"18-2-4";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";21430;0;21430;0.0;100.0
"18-3";"18";"c";"Zadanie 18.3";"Sprawowanie wymiaru sprawiedliwości przez Sąd Najwyższy oraz działalność KRS";"";82710;0;82710;0.0;100.0
"18-3-1";"18-3";"d";"Podzadanie 18.3.1";"Działalność orzecznicza Sądu Najwyższego";"";46681;0;46681;0.0;100.0
"18-3-1-1";"18-3-1";"e";"Dysponent";"Sąd Najwyższy";"04";46681;0;46681;0.0;100.0
"18-3-2";"18-3";"d";"Podzadanie 18.3.2";"Strzeżenie niezależności sądów i niezawisłości sędziów";"";11650;0;11650;0.0;100.0
"18-3-2-1";"18-3-2";"e";"Dysponent";"Krajowa Rada Sądownictwa";"52";11650;0;11650;0.0;100.0
"18-3-4";"18-3";"d";"Podzadanie 18.3.4";"Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów";"";24379;0;24379;0.0;100.0
"18-3-4-1";"18-3-4";"e";"Dysponent";"Sąd Najwyższy";"04";24379;0;24379;0.0;100.0
"18-4";"18";"c";"Zadanie 18.4";"Wykonywanie kary pozbawienia wolności i tymczasowego aresztowania";"";2393879;16598;2377281;0.69;99.31
"18-4-1";"18-4";"d";"Podzadanie 18.4.1";"Wykonywanie obowiązków statutowych jednostek organizacyjnych Służby Więziennej";"";2382438;16598;2365840;0.7;99.3
"18-4-1-1";"18-4-1";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";2382438;16598;2365840;0.7;99.3
"18-4-2";"18-4";"d";"Podzadanie 18.4.2";"Realizacja programu pozyskania 17 tys. miejsc w jednostkach organizacyjnych więziennictwa";"";0;0;0;0;0
"18-4-2-1";"18-4-2";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";0;0;0;0;0
"18-4-3";"18-4";"d";"Podzadanie 18.4.3";"System Dozoru Elektronicznego";"";11441;0;11441;0.0;100.0
"18-4-3-1";"18-4-3";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";11441;0;11441;0.0;100.0
"18-4-4";"18-4";"d";"Podzadanie 18.4.4";"Resocjalizacja osób pozbawionych wolności poprzez pracę";"";0;0;0;0;0
"18-4-4-1";"18-4-4";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";0;0;0;0;0
"18-4-5";"18-4";"d";"Podzadanie 18.4.5";"Udzielanie pomocy osobom pozbawionym wolności, zwalnianym z zakładów karnych i aresztów śledczych, rodzinom tych osób, pokrzywdzonym przestępstwem i ich rodzinom";"";0;0;0;0;0
"18-4-5-1";"18-4-5";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";0;0;0;0;0
"18-5";"18";"c";"Zadanie 18.5";"Przeciwdziałanie demoralizacji i przestępczości wśród nieletnich i stworzenie warunków do powrotu nieletnich do normalnego życia";"";212192;4882;207310;2.3;97.7
"18-5-1";"18-5";"d";"Podzadanie 18.5.1";"Działalność zakładów poprawczych i schronisk dla nieletnich";"";212192;4882;207310;2.3;97.7
"18-5-1-1";"18-5-1";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";212192;4882;207310;2.3;97.7
"18-5-2";"18-5";"d";"Podzadanie 18.5.2";"Nadzór nad procesem resocjalizacji nieletnich";"";0;0;0;0;0
"18-5-2-1";"18-5-2";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";0;0;0;0;0
"18-6";"18";"c";"Zadanie 18.6";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";262676;14247;248429;5.42;94.58
"18-6-1";"18-6";"d";"Podzadanie 18.6.1";"Utrzymanie systemów informatycznych";"";139322;14247;125075;10.23;89.77
"18-6-1-1";"18-6-1";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";6402;0;6402;0.0;100.0
"18-6-1-2";"18-6-1";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"15";94752;0;94752;0.0;100.0
"18-6-1-3";"18-6-1";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";38168;14247;23921;37.33;62.67
"18-6-2";"18-6";"d";"Podzadanie 18.6.2";"Budowa i wdrożenie rozwiązań informatycznych";"";123354;0;123354;0.0;100.0
"18-6-2-1";"18-6-2";"e";"Dysponent";"Naczelny Sąd Administracyjny";"05";3333;0;3333;0.0;100.0
"18-6-2-2";"18-6-2";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"15";110905;0;110905;0.0;100.0
"18-6-2-3";"18-6-2";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";9116;0;9116;0.0;100.0
"19";"";"b";"FUNKCJA 19";"INFRASTRUKTURA TRANSPORTOWA";"";14654234;7719549;6934685;52.68;47.32
"19-1";"19";"c";"Zadanie 19.1";"Wspieranie transportu drogowego";"";3586608;6602;3580006;0.18;99.82
"19-1-1";"19-1";"d";"Podzadanie 19.1.1";"Budowa i przebudowa sieci dróg krajowych";"";640287;0;640287;0.0;100.0
"19-1-1-1";"19-1-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";636227;0;636227;0.0;100.0
"19-1-1-2";"19-1-1";"e";"Dysponent";"Wojewodowie";"85";4060;0;4060;0.0;100.0
"19-1-2";"19-1";"d";"Podzadanie 19.1.2";"Utrzymanie i zarządzanie siecią dróg krajowych";"";2001643;0;2001643;0.0;100.0
"19-1-2-1";"19-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";2001643;0;2001643;0.0;100.0
"19-1-3";"19-1";"d";"Podzadanie 19.1.3";"Zapewnienie bezpieczeństwa użytkownikom sieci drogowej";"";441034;6602;434432;1.5;98.5
"19-1-3-1";"19-1-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";295454;6602;288852;2.23;97.77
"19-1-3-2";"19-1-3";"e";"Dysponent";"Wojewodowie";"85";145580;0;145580;0.0;100.0
"19-1-4";"19-1";"d";"Podzadanie 19.1.4";"Kształtowanie warunków dla rozwoju transportu drogowego";"";500222;0;500222;0.0;100.0
"19-1-4-1";"19-1-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";5197;0;5197;0.0;100.0
"19-1-4-2";"19-1-4";"e";"Dysponent";"Wojewodowie";"85";495025;0;495025;0.0;100.0
"19-1-5";"19-1";"d";"Podzadanie 19.1.5";"Program wieloletni ``Narodowy program przebudowy dróg lokalnych 2008-2011``";"";3422;0;3422;0.0;100.0
"19-1-5-1";"19-1-5";"e";"Dysponent";"Wojewodowie";"85";3422;0;3422;0.0;100.0
"19-2";"19";"c";"Zadanie 19.2";"Wspieranie transportu kolejowego";"";5343374;2738828;2604546;51.26;48.74
"19-2-1";"19-2";"d";"Podzadanie 19.2.1";"Budowa, rozbudowa i modernizacja infrastruktury kolejowej";"";3598334;2629395;968939;73.07;26.93
"19-2-1-1";"19-2-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";3596509;2629395;967114;73.11;26.89
"19-2-1-2";"19-2-1";"e";"Dysponent";"Wojewodowie";"85";1825;0;1825;0.0;100.0
"19-2-2";"19-2";"d";"Podzadanie 19.2.2";"Utrzymanie powszechnie dostępnej infrastruktury kolejowej";"";1000000;0;1000000;0.0;100.0
"19-2-2-1";"19-2-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";1000000;0;1000000;0.0;100.0
"19-2-3";"19-2";"d";"Podzadanie 19.2.3";"Finansowania usług publicznych w pasażerskim transporcie kolejowym";"";620000;0;620000;0.0;100.0
"19-2-3-1";"19-2-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";620000;0;620000;0.0;100.0
"19-2-4";"19-2";"d";"Podzadanie 19.2.4";"Zakup i modernizacja taboru kolejowego";"";109433;109433;0;100.0;0.0
"19-2-4-1";"19-2-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";109433;109433;0;100.0;0.0
"19-2-5";"19-2";"d";"Podzadanie 19.2.5";"Kształtowanie warunków dla rozwoju transportu kolejowego";"";15607;0;15607;0.0;100.0
"19-2-5-1";"19-2-5";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";4746;0;4746;0.0;100.0
"19-2-5-2";"19-2-5";"e";"Dysponent";"Urząd Transportu Kolejowego";"71";10861;0;10861;0.0;100.0
"19-3";"19";"c";"Zadanie 19.3";"Wspieranie transportu morskiego i żeglugi śródlądowej";"";831926;163199;668727;19.62;80.38
"19-3-1";"19-3";"d";"Podzadanie 19.3.1";"Bezpieczeństwo żeglugi morskiej, ochrona brzegów i środowiska morskiego";"";249879;95802;154077;38.34;61.66
"19-3-1-1";"19-3-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";249879;95802;154077;38.34;61.66
"19-3-2";"19-3";"d";"Podzadanie 19.3.2";"Wspieranie infrastruktury morskiej i żeglugi śródlądowej";"";411377;67397;343980;16.38;83.62
"19-3-2-1";"19-3-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";410812;67397;343415;16.41;83.59
"19-3-2-2";"19-3-2";"e";"Dysponent";"Ministerstwo Środowiska";"41";0;0;0;0;0
"19-3-2-3";"19-3-2";"e";"Dysponent";"Wojewodowie";"85";565;0;565;0.0;100.0
"19-3-3";"19-3";"d";"Podzadanie 19.3.3";"Ratowanie życia ludzkiego oraz zwalczanie zagrożeń na morzu";"";29480;0;29480;0.0;100.0
"19-3-3-1";"19-3-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";29480;0;29480;0.0;100.0
"19-3-4";"19-3";"d";"Podzadanie 19.3.4";"Administracja morska i żeglugi śródlądowej";"";130952;0;130952;0.0;100.0
"19-3-4-1";"19-3-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";127397;0;127397;0.0;100.0
"19-3-4-2";"19-3-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";3555;0;3555;0.0;100.0
"19-3-5";"19-3";"d";"Podzadanie 19.3.5";"Kształtowanie warunków dla rozwoju transportu morskiego i żeglugi śródlądowej";"";10238;0;10238;0.0;100.0
"19-3-5-1";"19-3-5";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";7102;0;7102;0.0;100.0
"19-3-5-2";"19-3-5";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";3136;0;3136;0.0;100.0
"19-4";"19";"c";"Zadanie 19.4";"Wspieranie transportu lotniczego i infrastruktury lotniczej";"";529465;462742;66723;87.4;12.6
"19-4-1";"19-4";"d";"Podzadanie 19.4.1";"Wspieranie infrastruktury lotniskowej i nawigacyjnej";"";466103;462742;3361;99.28;0.72
"19-4-1-1";"19-4-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";465460;462742;2718;99.42;0.58
"19-4-1-2";"19-4-1";"e";"Dysponent";"Wojewodowie";"85";643;0;643;0.0;100.0
"19-4-2";"19-4";"d";"Podzadanie 19.4.2";"Regulowanie i nadzorowanie systemu lotnictwa cywilnego w Polsce";"";60426;0;60426;0.0;100.0
"19-4-2-1";"19-4-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";60426;0;60426;0.0;100.0
"19-4-3";"19-4";"d";"Podzadanie 19.4.3";"Kształtowanie warunków dla rozwoju transportu lotniczego";"";2936;0;2936;0.0;100.0
"19-4-3-1";"19-4-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";2936;0;2936;0.0;100.0
"19-5";"19";"c";"Zadanie 19.5";"Wspieranie zrównoważonego rozwoju transportu";"";4358286;4348178;10108;99.77;0.23
"19-5-1";"19-5";"d";"Podzadanie 19.5.1";"Wspieranie infrastruktury portowej";"";394353;394181;172;99.96;0.04
"19-5-1-1";"19-5-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";394353;394181;172;99.96;0.04
"19-5-2";"19-5";"d";"Podzadanie 19.5.2";"Wspieranie transportu intermodalnego";"";158159;158159;0;100.0;0.0
"19-5-2-1";"19-5-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";158159;158159;0;100.0;0.0
"19-5-2-2";"19-5-2";"e";"Dysponent";"Ministerstwo Środowiska";"41";0;0;0;0;0
"19-5-3";"19-5";"d";"Podzadanie 19.5.3";"Wspieranie rozwoju transportu miejskiego";"";3803497;3795838;7659;99.8;0.2
"19-5-3-1";"19-5-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";3803497;3795838;7659;99.8;0.2
"19-5-4";"19-5";"d";"Podzadanie 19.5.4";"Zapewnienie właściwych standardów bezpieczeństwa dla urządzeń technicznych w zakresie transportu drogowego, kolejowego, lotniczego oraz wodnego";"";2277;0;2277;0.0;100.0
"19-5-4-1";"19-5-4";"e";"Dysponent";"Urząd Transportu Kolejowego";"71";2277;0;2277;0.0;100.0
"19-6";"19";"c";"Zadanie 19.6";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";4575;0;4575;0.0;100.0
"19-6-1";"19-6";"d";"Podzadanie 19.6.1";"Utrzymanie systemów informatycznych";"";522;0;522;0.0;100.0
"19-6-1-1";"19-6-1";"e";"Dysponent";"Urząd Transportu Kolejowego";"71";0;0;0;0;0
"19-6-1-2";"19-6-1";"e";"Dysponent";"Wojewodowie";"85";522;0;522;0.0;100.0
"19-6-2";"19-6";"d";"Podzadanie 19.6.2";"Budowa i wdrożenie rozwiązań informatycznych";"";4053;0;4053;0.0;100.0
"19-6-2-1";"19-6-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";4000;0;4000;0.0;100.0
"19-6-2-2";"19-6-2";"e";"Dysponent";"Urząd Transportu Kolejowego";"71";53;0;53;0.0;100.0
"20";"";"b";"FUNKCJA 20";"ZDROWIE";"";8813577;404917;8408660;4.59;95.41
"20-1";"20";"c";"Zadanie 20.1";"Zapewnianie dostępu do świadczeń opieki zdrowotnej";"";4715383;2025;4713358;0.04;99.96
"20-1-1";"20-1";"d";"Podzadanie 20.1.1";"Organizacja oraz nadzór nad systemem opieki zdrowotnej";"";92900;2025;90875;2.18;97.82
"20-1-1-1";"20-1-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";22414;2025;20389;9.03;90.97
"20-1-1-2";"20-1-1";"e";"Dysponent";"Rzecznik Praw Pacjenta";"66";6591;0;6591;0.0;100.0
"20-1-1-3";"20-1-1";"e";"Dysponent";"Wojewodowie";"85";63895;0;63895;0.0;100.0
"20-1-2";"20-1";"d";"Podzadanie 20.1.2";"Realizacja programów polityki zdrowotnej ważnych dla zdrowia społeczeństwa";"";644741;0;644741;0.0;100.0
"20-1-2-1";"20-1-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1005;0;1005;0.0;100.0
"20-1-2-2";"20-1-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";643656;0;643656;0.0;100.0
"20-1-2-3";"20-1-2";"e";"Dysponent";"Wojewodowie";"85";80;0;80;0.0;100.0
"20-1-3";"20-1";"d";"Podzadanie 20.1.3";"Świadczenia zdrowotne w zakresie lecznictwa";"";45956;0;45956;0.0;100.0
"20-1-3-1";"20-1-3";"e";"Dysponent";"Ministerstwo Zdrowia";"46";44893;0;44893;0.0;100.0
"20-1-3-2";"20-1-3";"e";"Dysponent";"Wojewodowie";"85";1063;0;1063;0.0;100.0
"20-1-4";"20-1";"d";"Podzadanie 20.1.4";"Świadczenia wysokospecjalistyczne finansowane z budżetu państwa";"";310469;0;310469;0.0;100.0
"20-1-4-1";"20-1-4";"e";"Dysponent";"Ministerstwo Zdrowia";"46";310469;0;310469;0.0;100.0
"20-1-5";"20-1";"d";"Podzadanie 20.1.5";"Zapewnianie funkcjonowania publicznej służby krwi";"";95546;0;95546;0.0;100.0
"20-1-5-1";"20-1-5";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";6800;0;6800;0.0;100.0
"20-1-5-2";"20-1-5";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1223;0;1223;0.0;100.0
"20-1-5-3";"20-1-5";"e";"Dysponent";"Ministerstwo Zdrowia";"46";87523;0;87523;0.0;100.0
"20-1-6";"20-1";"d";"Podzadanie 20.1.6";"Składki na ubezpieczenia zdrowotne opłacane z budżetu państwa za osoby uprawnione";"";3314525;0;3314525;0.0;100.0
"20-1-6-1";"20-1-6";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";1438;0;1438;0.0;100.0
"20-1-6-2";"20-1-6";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";10131;0;10131;0.0;100.0
"20-1-6-3";"20-1-6";"e";"Dysponent";"Kasa Rolniczego Ubezpieczenia Społecznego";"72";1884115;0;1884115;0.0;100.0
"20-1-6-4";"20-1-6";"e";"Dysponent";"Zakład Ubezpieczeń Społecznych";"73";266192;0;266192;0.0;100.0
"20-1-6-5";"20-1-6";"e";"Dysponent";"Wojewodowie";"85";1152649;0;1152649;0.0;100.0
"20-1-7";"20-1";"d";"Podzadanie 20.1.7";"Udzielanie świadczeń medycznych dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";"";211246;0;211246;0.0;100.0
"20-1-7-1";"20-1-7";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";1196;0;1196;0.0;100.0
"20-1-7-2";"20-1-7";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1083;0;1083;0.0;100.0
"20-1-7-3";"20-1-7";"e";"Dysponent";"Ministerstwo Zdrowia";"46";208967;0;208967;0.0;100.0
"20-2";"20";"c";"Zadanie 20.2";"Ratownictwo medyczne";"";2198898;261118;1937780;11.87;88.13
"20-2-1";"20-2";"d";"Podzadanie 20.2.1";"Zapewnianie prawidłowej działalności lotniczych zespołów ratownictwa medycznego";"";228547;40842;187705;17.87;82.13
"20-2-1-1";"20-2-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";121717;40842;80875;33.55;66.45
"20-2-1-2";"20-2-1";"e";"Dysponent";"Wojewodowie";"85";106830;0;106830;0.0;100.0
"20-2-2";"20-2";"d";"Podzadanie 20.2.2";"Zapewnianie prawidłowej działalności szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego";"";1970351;220276;1750075;11.18;88.82
"20-2-2-1";"20-2-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1111;0;1111;0.0;100.0
"20-2-2-2";"20-2-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";228380;220276;8104;96.45;3.55
"20-2-2-3";"20-2-2";"e";"Dysponent";"Wojewodowie";"85";1740860;0;1740860;0.0;100.0
"20-3";"20";"c";"Zadanie 20.3";"Realizacja polityki lekowej państwa";"";85905;0;85905;0.0;100.0
"20-3-1";"20-3";"d";"Podzadanie 20.3.1";"Zapewnianie możliwości rejestracji produktów leczniczych, wyrobów medycznych i produktów biobójczych";"";46673;0;46673;0.0;100.0
"20-3-1-1";"20-3-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";46673;0;46673;0.0;100.0
"20-3-2";"20-3";"d";"Podzadanie 20.3.2";"Zapewnianie nadzoru nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi";"";36383;0;36383;0.0;100.0
"20-3-2-1";"20-3-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";12654;0;12654;0.0;100.0
"20-3-2-2";"20-3-2";"e";"Dysponent";"Wojewodowie";"85";23729;0;23729;0.0;100.0
"20-3-3";"20-3";"d";"Podzadanie 20.3.3";"Zapewnianie dostępu do leków i wyrobów medycznych poprzez umożliwienie refundacji leków i wyrobów medycznych najistotniejszych dla zdrowia społeczeństwa";"";2849;0;2849;0.0;100.0
"20-3-3-1";"20-3-3";"e";"Dysponent";"Ministerstwo Zdrowia";"46";2849;0;2849;0.0;100.0
"20-4";"20";"c";"Zadanie 20.4";"Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia";"";812963;114372;698591;14.07;85.93
"20-4-1";"20-4";"d";"Podzadanie 20.4.1";"Inwestycje w infrastrukturę w ochronie zdrowia";"";811193;114372;696821;14.1;85.9
"20-4-1-1";"20-4-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";96494;0;96494;0.0;100.0
"20-4-1-2";"20-4-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";46606;0;46606;0.0;100.0
"20-4-1-3";"20-4-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";668064;114372;553692;17.12;82.88
"20-4-1-4";"20-4-1";"e";"Dysponent";"Wojewodowie";"85";29;0;29;0.0;100.0
"20-4-2";"20-4";"d";"Podzadanie 20.4.2";"Wspieranie restrukturyzacji systemu ochrony zdrowia";"";1770;0;1770;0.0;100.0
"20-4-2-1";"20-4-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";1770;0;1770;0.0;100.0
"20-4-3";"20-4";"d";"Podzadanie 20.4.3";"Program wieloletni ``Wsparcie jednostek samorządu terytorialnego w działaniach stabilizujących system ochrony zdrowia``";"";0;0;0;0;0
"20-4-3-1";"20-4-3";"e";"Dysponent";"Ministerstwo Zdrowia";"46";0;0;0;0;0
"20-5";"20";"c";"Zadanie 20.5";"Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia";"";966316;5424;960892;0.56;99.44
"20-5-1";"20-5";"d";"Podzadanie 20.5.1";"Profilaktyka zdrowotna";"";49880;5424;44456;10.87;89.13
"20-5-1-1";"20-5-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";22049;5424;16625;24.6;75.4
"20-5-1-2";"20-5-1";"e";"Dysponent";"Wojewodowie";"85";27831;0;27831;0.0;100.0
"20-5-2";"20-5";"d";"Podzadanie 20.5.2";"Działalność kontrolno-inspekcyjna";"";288111;0;288111;0.0;100.0
"20-5-2-1";"20-5-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";6437;0;6437;0.0;100.0
"20-5-2-2";"20-5-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";19586;0;19586;0.0;100.0
"20-5-2-3";"20-5-2";"e";"Dysponent";"Wojewodowie";"85";262088;0;262088;0.0;100.0
"20-5-3";"20-5";"d";"Podzadanie 20.5.3";"Nadzór sanitarny";"";283083;0;283083;0.0;100.0
"20-5-3-1";"20-5-3";"e";"Dysponent";"Ministerstwo Zdrowia";"46";4374;0;4374;0.0;100.0
"20-5-3-2";"20-5-3";"e";"Dysponent";"Wojewodowie";"85";278709;0;278709;0.0;100.0
"20-5-4";"20-5";"d";"Podzadanie 20.5.4";"Zapobieganie i zwalczanie chorób zakaźnych";"";59118;0;59118;0.0;100.0
"20-5-4-1";"20-5-4";"e";"Dysponent";"Wojewodowie";"85";59118;0;59118;0.0;100.0
"20-5-5";"20-5";"d";"Podzadanie 20.5.5";"Zakup szczepionek zgodnie z kalendarzem obowiązkowych szczepień ochronnych";"";76622;0;76622;0.0;100.0
"20-5-5-1";"20-5-5";"e";"Dysponent";"Ministerstwo Zdrowia";"46";76622;0;76622;0.0;100.0
"20-5-6";"20-5";"d";"Podzadanie 20.5.6";"Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych";"";149759;0;149759;0.0;100.0
"20-5-6-1";"20-5-6";"e";"Dysponent";"Ministerstwo Zdrowia";"46";7990;0;7990;0.0;100.0
"20-5-6-2";"20-5-6";"e";"Dysponent";"Wojewodowie";"85";141769;0;141769;0.0;100.0
"20-5-7";"20-5";"d";"Podzadanie 20.5.7";"Tworzenie i utrzymywanie rezerw państwowych";"";13714;0;13714;0.0;100.0
"20-5-7-1";"20-5-7";"e";"Dysponent";"Ministerstwo Zdrowia";"46";13714;0;13714;0.0;100.0
"20-5-8";"20-5";"d";"Podzadanie 20.5.8";"Ochrona zdrowia i promocja na rzecz osób niepełnosprawnych";"";22796;0;22796;0.0;100.0
"20-5-8-1";"20-5-8";"e";"Dysponent";"Ministerstwo Zdrowia";"46";22796;0;22796;0.0;100.0
"20-5-9";"20-5";"d";"Podzadanie 20.5.9";"Realizacja zadań edukacyjno-informacyjnych z zakresu programów zdrowotnych państwa dotyczących uzależnień";"";23233;0;23233;0.0;100.0
"20-5-9-1";"20-5-9";"e";"Dysponent";"Ministerstwo Zdrowia";"46";15644;0;15644;0.0;100.0
"20-5-9-2";"20-5-9";"e";"Dysponent";"Wojewodowie";"85";7589;0;7589;0.0;100.0
"20-6";"20";"c";"Zadanie 20.6";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";34112;21978;12134;64.43;35.57
"20-6-1";"20-6";"d";"Podzadanie 20.6.1";"Utrzymanie systemów informatycznych";"";7639;0;7639;0.0;100.0
"20-6-1-1";"20-6-1";"e";"Dysponent";"Ministerstwo Zdrowia";"46";7639;0;7639;0.0;100.0
"20-6-2";"20-6";"d";"Podzadanie 20.6.2";"Budowa i wdrożenie rozwiązań informatycznych";"";26473;21978;4495;83.02;16.98
"20-6-2-1";"20-6-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";26473;21978;4495;83.02;16.98
"21";"";"b";"FUNKCJA 21";"POLITYKA ROLNA I RYBACKA";"";24532926;18939562;5593364;77.2;22.8
"21-1";"21";"c";"Zadanie 21.1";"Wspieranie rozwoju produkcji roślinnej i ochrona roślin uprawnych";"";202979;0;202979;0.0;100.0
